"","Date","Plot","Depth","PQ","Treatment","Time","DT","CO2","O2","corrCO2","dcorrO2","corrO2","ARQ","VWC","Soil.Temp"
"15",2018-05-03,"2","30","2-2","Control","10:44","2018-05-03 10:44:00",2856,24.1795,4247.72219381911,21.2619154312911,21.6663743634928,Inf,0.14728125,8.29691666666667
"16",2018-05-03,"2","OA","2-1","Control","10:27","2018-05-03 10:27:00",778,24.49425,778,21.9799060255972,23.7108941448524,Inf,0.14728125,11.1571875
"17",2018-05-03,"2","OA","2-2","Control","10:39","2018-05-03 10:39:00",862.5,24.318478025,862.5,21.4940129833425,22.3272855789563,Inf,0.14728125,11.1571875
"18",2018-05-03,"2","OA","2-4","Control","10:32","2018-05-03 10:32:00",834,24.492122495,834,21.8344347415866,23.2966562423811,Inf,0.14728125,11.1571875
"19",2018-05-03,"3","10","3-1","Heated","11:55","2018-05-03 11:55:00",3354.5,22.739166665,4896.42471633291,20.727609226987,20.1449065160504,0.42398589138584,0.158695833333333,15.6076041666667
"20",2018-05-03,"3","10","3-3","Heated","11:59","2018-05-03 11:59:00",2405,22.679666665,3660.83184747262,20.7989531791249,20.3480625498245,0.411077962229754,0.158695833333333,15.6076041666667
"21",2018-05-03,"3","10","3-4","Heated","12:04","2018-05-03 12:04:00",3210,22.61117857,4708.38556988708,20.8984602109432,20.6314145833333,1.0265921985174,0.158695833333333,15.6076041666667
"22",2018-05-03,"3","30","3-3","Heated","12:01","2018-05-03 12:01:00",3420,22.646639425,4981.6604539952,20.8326075426111,20.4438952980838,0.68726133779569,0.158695833333333,12.6064583333333
"23",2018-05-03,"3","30","3-1","Heated","11:56","2018-05-03 11:56:00",3877.5,22.722772725,5577.00930865932,20.7435798774817,20.1903838678661,0.517462295533298,0.158695833333333,12.6064583333333
"24",2018-05-03,"3","30","3-4","Heated","12:05","2018-05-03 12:05:00",4125,22.59628571,5899.08327921532,20.9176324384512,20.686008611032,1.5816816254979,0.158695833333333,12.6064583333333
"25",2018-05-03,"3","30","3-4","Heated","12:08","2018-05-03 12:08:00",4072,22.5845,5830.11390370232,21.008747382329,20.9454636883171,90.8907247784894,0.158695833333333,12.6064583333333
"26",2018-05-03,"3","OA","3-1","Heated","11:53","2018-05-03 11:53:00",1306.5,22.75166026,1306.5,20.676142013722,19.9983506468705,0.0719950050664023,0.158695833333333,16.3327083333333
"27",2018-05-03,"3","OA","3-4","Heated","12:03","2018-05-03 12:03:00",2529.5,22.630727275,3822.84481447958,20.884082387451,20.5904728986153,0.722494089875307,0.158695833333333,16.3327083333333
"28",2018-05-03,"3","OA","3-3","Heated","11:58","2018-05-03 11:58:00",1507.5,22.70519231,1507.5,20.7914340348248,20.326651351151,0.134419157167858,0.158695833333333,16.3327083333333
"29",2018-05-03,"4","10","4-1","Heated","11:39","2018-05-03 11:39:00",2306,23.03998252,3532.00225925022,20.5534189662586,19.64888966485,0.182653357891914,0.199520833333333,15.8757986111111
"30",2018-05-03,"4","10","4-3","Heated","11:43","2018-05-03 11:43:00",4088,22.922235295,5850.93484725341,20.5455554931731,19.6264979700269,0.312724150789309,0.199520833333333,15.8757986111111
"31",2018-05-03,"4","10","4-4","Heated","11:49","2018-05-03 11:49:00",3948.5,22.830233765,5669.4022456673,20.6302200887672,19.867585307167,0.369631503821847,0.199520833333333,15.8757986111111
"32",2018-05-03,"4","30","4-3","Heated","11:45","2018-05-03 11:45:00",5170,22.893166665,7258.9511548962,20.5738976088682,19.7072037851779,0.419135721174259,0.199520833333333,13.3125
"33",2018-05-03,"4","30","4-1","Heated","11:41","2018-05-03 11:41:00",2863.5,22.99558182,4257.48201110868,20.5631035955721,19.6764672074579,0.229902704161886,0.199520833333333,13.3125
"34",2018-05-03,"4","30","4-4","Heated","11:50","2018-05-03 11:50:00",4384,22.79758824,6236.12230294867,20.6282386572486,19.8619430662139,0.407299729695217,0.199520833333333,13.3125
"35",2018-05-03,"4","OA","4-1","Heated","11:35","2018-05-03 11:35:00",1066,23.13847778,1066,20.5492859282677,19.6371205999115,0.0382639867733569,0.199520833333333,16.9551041666667
"36",2018-05-03,"4","OA","4-4","Heated","11:47","2018-05-03 11:47:00",1938,22.858055555,1938,20.597708797464,19.7750075231208,0.0991563795450424,0.199520833333333,16.9551041666667
"37",2018-05-03,"4","OA","4-3","Heated","11:42","2018-05-03 11:42:00",1459.5,22.95640909,1459.5,20.5516222383488,19.6437733781151,0.0613538253295999,0.199520833333333,16.9551041666667
"38",2018-06-08,"1","10","1-3","Control","12:24","2018-06-08 12:24:00",2131.5,20.60742857,3378.77788212478,20.4867250196244,20.5316522850782,0.540237489007779,0.112447916666667,12.0595833333333
"39",2018-06-08,"1","10","1-2","Control","12:29","2018-06-08 12:29:00",2725,20.622068375,4164.75710692794,20.5076714713012,20.5509070072543,0.715977341923974,0.112447916666667,12.0595833333333
"40",2018-06-08,"1","10","1-3","Control","12:24","2018-06-08 12:24:00",2131.5,20.60742857,3378.77788212478,20.4867250196244,20.5316522850782,0.540237489007779,0.112447916666667,12.0595833333333
"41",2018-06-08,"1","10","1-2","Control","12:29","2018-06-08 12:29:00",2725,20.622068375,4164.75710692794,20.5076714713012,20.5509070072543,0.715977341923974,0.112447916666667,12.0595833333333
"42",2018-06-08,"1","10","1-1","Control","12:33","2018-06-08 12:33:00",2729,20.609136365,4170.05435528382,20.5140340016013,20.5567556710355,0.727649733068063,0.112447916666667,12.0595833333333
"43",2018-06-08,"1","10","1-1","Control","12:33","2018-06-08 12:33:00",2729,20.609136365,4170.05435528382,20.5140340016013,20.5567556710355,0.727649733068063,0.112447916666667,12.0595833333333
"44",2018-06-08,"1","30","1-3","Control","12:25","2018-06-08 12:25:00",2542.5,20.565,3923.07015069108,20.4438235906389,20.4922157681531,0.584059722576768,0.112447916666667,12.07875
"45",2018-06-08,"1","30","1-2","Control","12:30","2018-06-08 12:30:00",2734.5,20.478435065,4177.33807177315,20.3677592656252,20.4222947396061,0.543291331302578,0.112447916666667,12.07875
"46",2018-06-08,"1","30","1-2","Control","12:30","2018-06-08 12:30:00",2734.5,20.478435065,4177.33807177315,20.3677592656252,20.4222947396061,0.543291331302578,0.112447916666667,12.07875
"47",2018-06-08,"1","30","1-1","Control","12:34","2018-06-08 12:34:00",3059,20.56956818,4607.07734464362,20.4810326645995,20.5264196702076,0.75394879254527,0.112447916666667,12.07875
"48",2018-06-08,"1","30","1-1","Control","12:34","2018-06-08 12:34:00",3059,20.56956818,4607.07734464362,20.4810326645995,20.5264196702076,0.75394879254527,0.112447916666667,12.07875
"49",2018-06-08,"1","30","1-3","Control","12:25","2018-06-08 12:25:00",2542.5,20.565,3923.07015069108,20.4438235906389,20.4922157681531,0.584059722576768,0.112447916666667,12.07875
"50",2018-06-08,"1","OA","1-3","Control","12:33","2018-06-08 12:33:00",1050.5,20.646395835,1050.5,20.5512934716013,20.5910058989189,0.136654056020022,0.112447916666667,12.995
"51",2018-06-08,"1","OA","1-1","Control","12:32","2018-06-08 12:32:00",1316.5,20.640333335,1316.5,20.5393331072738,20.5800115073243,0.187232850132784,0.112447916666667,12.995
"52",2018-06-08,"1","OA","1-1","Control","12:32","2018-06-08 12:32:00",1316.5,20.640333335,1316.5,20.5393331072738,20.5800115073243,0.187232850132784,0.112447916666667,12.995
"53",2018-06-08,"1","OA","1-3","Control","12:33","2018-06-08 12:33:00",1050.5,20.646395835,1050.5,20.5512934716013,20.5910058989189,0.136654056020022,0.112447916666667,12.995
"54",2018-06-08,"1","OA","1-2","Control","12:27","2018-06-08 12:27:00",1889.5,20.676076925,1889.5,20.5566126831462,20.5958955070527,0.318612167445139,0.112447916666667,12.995
"55",2018-06-08,"1","OA","1-2","Control","12:27","2018-06-08 12:27:00",1889.5,20.676076925,1889.5,20.5566126831462,20.5958955070527,0.318612167445139,0.112447916666667,12.995
"56",2018-06-08,"2","10","2-2","Control","12:44","2018-06-08 12:44:00",2239,20.500416665,3521.14143168896,20.5081174017998,20.5513169224034,0.594022576117451,0.0946041666666667,12.0276041666667
"57",2018-06-08,"2","10","2-4","Control","12:53","2018-06-08 12:53:00",2169.5,20.472990385,3429.1017415056,20.5986908859792,20.6345752852663,0.728642118447911,0.0946041666666667,12.0276041666667
"58",2018-06-08,"2","10","2-1","Control","12:48","2018-06-08 12:48:00",2265.5,20.544111115,3556.23570204664,20.6019059178341,20.6375306567109,0.766455713173674,0.0946041666666667,12.0276041666667
"59",2018-06-08,"2","10","2-4","Control","12:53","2018-06-08 12:53:00",2169.5,20.472990385,3429.1017415056,20.5986908859792,20.6345752852663,0.728642118447911,0.0946041666666667,12.0276041666667
"60",2018-06-08,"2","10","2-1","Control","12:48","2018-06-08 12:48:00",2265.5,20.544111115,3556.23570204664,20.6019059178341,20.6375306567109,0.766455713173674,0.0946041666666667,12.0276041666667
"61",2018-06-08,"2","10","2-2","Control","12:44","2018-06-08 12:44:00",2239,20.500416665,3521.14143168896,20.5081174017998,20.5513169224034,0.594022576117451,0.0946041666666667,12.0276041666667
"62",2018-06-08,"2","30","2-2","Control","12:45","2018-06-08 12:45:00",2868.5,20.477877755,4354.79589169501,20.4976362612742,20.5416822858538,0.735173805516832,0.0946041666666667,11.319375
"63",2018-06-08,"2","30","2-1","Control","12:50","2018-06-08 12:50:00",2675,20.48045909,4098.54150247949,20.564880899003,20.6034959446672,0.810117947735996,0.0946041666666667,11.319375
"64",2018-06-08,"2","30","2-2","Control","12:45","2018-06-08 12:45:00",2868.5,20.477877755,4354.79589169501,20.4976362612742,20.5416822858538,0.735173805516832,0.0946041666666667,11.319375
"65",2018-06-08,"2","30","2-1","Control","12:50","2018-06-08 12:50:00",2675,20.48045909,4098.54150247949,20.564880899003,20.6034959446672,0.810117947735996,0.0946041666666667,11.319375
"66",2018-06-08,"2","30","2-4","Control","12:55","2018-06-08 12:55:00",3874,20.371830355,5686.39169715345,20.5256119216293,20.5673985062496,1.0490961889592,0.0946041666666667,11.319375
"67",2018-06-08,"2","30","2-4","Control","12:55","2018-06-08 12:55:00",3874,20.371830355,5686.39169715345,20.5256119216293,20.5673985062496,1.0490961889592,0.0946041666666667,11.319375
"68",2018-06-08,"2","OA","2-1","Control","12:47","2018-06-08 12:47:00",875.5,20.640566665,875.5,20.6854005057898,20.714281846798,0.151698117070156,0.0946041666666667,12.3089583333333
"69",2018-06-08,"2","OA","2-4","Control","12:51","2018-06-08 12:51:00",1008,20.451964285,1008,20.5499955351305,20.5898127896261,0.127233834739506,0.0946041666666667,12.3089583333333
"70",2018-06-08,"2","OA","2-2","Control","12:42","2018-06-08 12:42:00",1140.5,20.561645295,1140.5,20.5463317959108,20.5864449504383,0.153753881475162,0.0946041666666667,12.3089583333333
"71",2018-06-08,"2","OA","2-4","Control","12:51","2018-06-08 12:51:00",1008,20.451964285,1008,20.5499955351305,20.5898127896261,0.127233834739506,0.0946041666666667,12.3089583333333
"72",2018-06-08,"2","OA","2-2","Control","12:42","2018-06-08 12:42:00",1140.5,20.561645295,1140.5,20.5463317959108,20.5864449504383,0.153753881475162,0.0946041666666667,12.3089583333333
"73",2018-06-08,"2","OA","2-1","Control","12:47","2018-06-08 12:47:00",875.5,20.640566665,875.5,20.6854005057898,20.714281846798,0.151698117070156,0.0946041666666667,12.3089583333333
"74",2018-06-08,"3","10","3-4","Heated","13:03","2018-06-08 13:03:00",3157,20.277535715,4736.8599293626,20.5432314524793,20.583595004665,0.898517648020932,0.10095,17.0370138888889
"75",2018-06-08,"3","10","3-1","Heated","13:07","2018-06-08 13:07:00",3011,20.265306325,4543.51036437311,20.5835433250198,20.6206511093524,0.954995740455931,0.10095,17.0370138888889
"76",2018-06-08,"3","10","3-3","Heated","13:12","2018-06-08 13:12:00",2424.5,20.2880625,3766.80132419272,20.6651653031796,20.6956809300199,1.00463131081219,0.10095,17.0370138888889
"77",2018-06-08,"3","10","3-1","Heated","13:07","2018-06-08 13:07:00",3011,20.265306325,4543.51036437311,20.5835433250198,20.6206511093524,0.954995740455931,0.10095,17.0370138888889
"78",2018-06-08,"3","10","3-3","Heated","13:12","2018-06-08 13:12:00",2424.5,20.2880625,3766.80132419272,20.6651653031796,20.6956809300199,1.00463131081219,0.10095,17.0370138888889
"79",2018-06-08,"3","10","3-4","Heated","13:03","2018-06-08 13:03:00",3157,20.277535715,4736.8599293626,20.5432314524793,20.583595004665,0.898517648020932,0.10095,17.0370138888889
"80",2018-06-08,"3","30","3-4","Heated","13:04","2018-06-08 13:04:00",4121.5,20.17698701,6014.1589391733,20.4561589087881,20.5035548306149,0.954867716374553,0.10095,15.629375
"81",2018-06-08,"3","30","3-3","Heated","13:13","2018-06-08 13:13:00",3209,20.1616,4805.72415798899,20.5492848454909,20.5891594984732,0.926877760650555,0.10095,15.629375
"82",2018-06-08,"3","30","3-1","Heated","13:09","2018-06-08 13:09:00",3745,20.16155,5515.55543767643,20.5044112336103,20.547910081,0.965958595105669,0.10095,15.629375
"83",2018-06-08,"3","30","3-3","Heated","13:13","2018-06-08 13:13:00",3209,20.1616,4805.72415798899,20.5492848454909,20.5891594984732,0.926877760650555,0.10095,15.629375
"84",2018-06-08,"3","30","3-1","Heated","13:09","2018-06-08 13:09:00",3745,20.16155,5515.55543767643,20.5044112336103,20.547910081,0.965958595105669,0.10095,15.629375
"85",2018-06-08,"3","30","3-4","Heated","13:04","2018-06-08 13:04:00",4121.5,20.17698701,6014.1589391733,20.4561589087881,20.5035548306149,0.954867716374553,0.10095,15.629375
"86",2018-06-08,"3","OA","3-4","Heated","13:02","2018-06-08 13:02:00",2595.5,20.31552778,3993.25869140644,20.5675672948857,20.6059653751547,0.792675041558785,0.10095,17.4353125
"87",2018-06-08,"3","OA","3-4","Heated","13:02","2018-06-08 13:02:00",2595.5,20.31552778,3993.25869140644,20.5675672948857,20.6059653751547,0.792675041558785,0.10095,17.4353125
"88",2018-06-08,"3","OA","3-1","Heated","13:06","2018-06-08 13:06:00",1322.5,20.3890625,1322.5,20.6945333315569,20.7226770645437,0.306744235288181,0.10095,17.4353125
"89",2018-06-08,"3","OA","3-3","Heated","13:11","2018-06-08 13:11:00",1627.5,20.41299405,1627.5,20.7790800360967,20.8003953975549,0.621037043523505,0.10095,17.4353125
"90",2018-06-08,"3","OA","3-1","Heated","13:06","2018-06-08 13:06:00",1322.5,20.3890625,1322.5,20.6945333315569,20.7226770645437,0.306744235288181,0.10095,17.4353125
"91",2018-06-08,"3","OA","3-3","Heated","13:11","2018-06-08 13:11:00",1627.5,20.41299405,1627.5,20.7790800360967,20.8003953975549,0.621037043523505,0.10095,17.4353125
"92",2018-06-08,"4","10","4-3","Heated","13:29","2018-06-08 13:29:00",4108,20.055045455,5996.28072597222,20.5331137176434,20.5742944235296,1.13103813673988,0.1281625,17.1843402777778
"93",2018-06-08,"4","10","4-4","Heated","13:33","2018-06-08 13:33:00",5062,19.89278788,7259.67445884875,20.3700093303574,20.4243630790063,0.991093353730982,0.1281625,17.1843402777778
"94",2018-06-08,"4","10","4-3","Heated","13:29","2018-06-08 13:29:00",4108,20.055045455,5996.28072597222,20.5331137176434,20.5742944235296,1.13103813673988,0.1281625,17.1843402777778
"95",2018-06-08,"4","10","4-4","Heated","13:33","2018-06-08 13:33:00",5062,19.89278788,7259.67445884875,20.3700093303574,20.4243630790063,0.991093353730982,0.1281625,17.1843402777778
"96",2018-06-08,"4","10","4-1","Heated","13:38","2018-06-08 13:38:00",2778.5,20.104964285,4235.60780368779,20.572454009481,20.6104574167348,0.857407015876071,0.1281625,17.1843402777778
"97",2018-06-08,"4","10","4-1","Heated","13:38","2018-06-08 13:38:00",2778.5,20.104964285,4235.60780368779,20.572454009481,20.6104574167348,0.857407015876071,0.1281625,17.1843402777778
"98",2018-06-08,"4","30","4-3","Heated","13:31","2018-06-08 13:31:00",5211,19.832455355,7456.99696010514,20.3110079986133,20.3701269597685,0.924257090403762,0.1281625,16.1466666666667
"99",2018-06-08,"4","30","4-1","Heated","13:39","2018-06-08 13:39:00",2152.5,20.169652775,3406.58843599313,20.6343329442369,20.6673387308429,0.807046263592238,0.1281625,16.1466666666667
"100",2018-06-08,"4","30","4-4","Heated","13:35","2018-06-08 13:35:00",6928,19.620227275,9730.8408168651,20.0945365322758,20.1711387011509,0.910000154236808,0.1281625,16.1466666666667
"101",2018-06-08,"4","30","4-1","Heated","13:39","2018-06-08 13:39:00",2152.5,20.169652775,3406.58843599313,20.6343329442369,20.6673387308429,0.807046263592238,0.1281625,16.1466666666667
"102",2018-06-08,"4","30","4-4","Heated","13:35","2018-06-08 13:35:00",6928,19.620227275,9730.8408168651,20.0945365322758,20.1711387011509,0.910000154236808,0.1281625,16.1466666666667
"103",2018-06-08,"4","30","4-3","Heated","13:31","2018-06-08 13:31:00",5211,19.832455355,7456.99696010514,20.3110079986133,20.3701269597685,0.924257090403762,0.1281625,16.1466666666667
"104",2018-06-08,"4","OA","4-3","Heated","13:28","2018-06-08 13:28:00",1954.5,20.244694445,1954.5,20.7217663723236,20.7477106426439,0.582146295480664,0.1281625,17.3951041666667
"105",2018-06-08,"4","OA","4-4","Heated","13:32","2018-06-08 13:32:00",2770,20.02844231,4224.35115093155,20.5065416428636,20.549868428835,0.725438101836545,0.1281625,17.3951041666667
"106",2018-06-08,"4","OA","4-3","Heated","13:28","2018-06-08 13:28:00",1954.5,20.244694445,1954.5,20.7217663723236,20.7477106426439,0.582146295480664,0.1281625,17.3951041666667
"107",2018-06-08,"4","OA","4-1","Heated","13:36","2018-06-08 13:36:00",1350.5,20.12002841,1350.5,20.5923620003005,20.6287575488158,0.223687746545028,0.1281625,17.3951041666667
"108",2018-06-08,"4","OA","4-1","Heated","13:36","2018-06-08 13:36:00",1350.5,20.12002841,1350.5,20.5923620003005,20.6287575488158,0.223687746545028,0.1281625,17.3951041666667
"109",2018-06-08,"4","OA","4-4","Heated","13:32","2018-06-08 13:32:00",2770,20.02844231,4224.35115093155,20.5065416428636,20.549868428835,0.725438101836545,0.1281625,17.3951041666667
"110",2018-06-08,"5","10","5-3","FTC","13:51","2018-06-08 13:51:00",4008.5,19.957535715,5864.51167311979,20.3797803619353,20.4333449581956,0.80309462520293,0.116151376146789,17.1736111111111
"111",2018-06-08,"5","10","5-3","FTC","13:51","2018-06-08 13:51:00",4008.5,19.957535715,5864.51167311979,20.3797803619353,20.4333449581956,0.80309462520293,0.116151376146789,17.1736111111111
"112",2018-06-08,"5","10","5-2","FTC","13:55","2018-06-08 13:55:00",1790,20.20354167,1790,20.6133803741141,20.6480783843739,0.34863353450768,0.116151376146789,17.1736111111111
"113",2018-06-08,"5","10","5-1","FTC","14:01","2018-06-08 14:01:00",1877,20.221458335,1877,20.6207694502145,20.6548706855067,0.37906095567655,0.116151376146789,17.1736111111111
"114",2018-06-08,"5","10","5-2","FTC","13:55","2018-06-08 13:55:00",1790,20.20354167,1790,20.6133803741141,20.6480783843739,0.34863353450768,0.116151376146789,17.1736111111111
"115",2018-06-08,"5","10","5-1","FTC","14:01","2018-06-08 14:01:00",1877,20.221458335,1877,20.6207694502145,20.6548706855067,0.37906095567655,0.116151376146789,17.1736111111111
"116",2018-06-08,"5","30","5-2","FTC","13:57","2018-06-08 13:57:00",2621,20.147964285,4027.02864967516,20.5529817083696,20.5925577861045,0.770122181080144,0.116151376146789,15.41375
"117",2018-06-08,"5","30","5-2","FTC","13:57","2018-06-08 13:57:00",2621,20.147964285,4027.02864967516,20.5529817083696,20.5925577861045,0.770122181080144,0.116151376146789,15.41375
"118",2018-06-08,"5","30","5-1","FTC","14:02","2018-06-08 14:02:00",2520,20.183541665,3893.27312868927,20.5824172997872,20.6196160269741,0.802426205340164,0.116151376146789,15.41375
"119",2018-06-08,"5","30","5-3","FTC","13:52","2018-06-08 13:52:00",7039,19.769089285,9877.83945874067,20.1879603280635,20.2570171716568,1.03889413910234,0.116151376146789,15.41375
"120",2018-06-08,"5","30","5-3","FTC","13:52","2018-06-08 13:52:00",7039,19.769089285,9877.83945874067,20.1879603280635,20.2570171716568,1.03889413910234,0.116151376146789,15.41375
"121",2018-06-08,"5","30","5-1","FTC","14:02","2018-06-08 14:02:00",2520,20.183541665,3893.27312868927,20.5824172997872,20.6196160269741,0.802426205340164,0.116151376146789,15.41375
"122",2018-06-08,"5","OA","5-3","FTC","13:50","2018-06-08 13:50:00",1230,20.158666665,1230,20.5844174582513,20.6214546436586,0.190841230258796,0.116151376146789,17.1442708333333
"123",2018-06-08,"5","OA","5-2","FTC","13:53","2018-06-08 13:53:00",641,20.154022725,641,20.569682028436,20.607909313327,0.0524305416626109,0.116151376146789,17.1442708333333
"124",2018-06-08,"5","OA","5-1","FTC","13:59","2018-06-08 13:59:00",712.5,20.10575,712.5,20.507180035603,20.55045526211,0.0584915724917764,0.116151376146789,17.1442708333333
"125",2018-06-08,"5","OA","5-2","FTC","13:53","2018-06-08 13:53:00",641,20.154022725,641,20.569682028436,20.607909313327,0.0524305416626109,0.116151376146789,17.1442708333333
"126",2018-06-08,"5","OA","5-1","FTC","13:59","2018-06-08 13:59:00",712.5,20.10575,712.5,20.507180035603,20.55045526211,0.0584915724917764,0.116151376146789,17.1442708333333
"127",2018-06-08,"5","OA","5-3","FTC","13:50","2018-06-08 13:50:00",1230,20.158666665,1230,20.5844174582513,20.6214546436586,0.190841230258796,0.116151376146789,17.1442708333333
"128",2018-06-08,"6","10","6-3","FTC","14:10","2018-06-08 14:10:00",2473.5,19.9619,3831.69261655221,20.3761377833783,20.4299965706404,0.500821002620502,0.0977447916666667,17.0597569444444
"129",2018-06-08,"6","10","6-4","FTC","14:06","2018-06-08 14:06:00",2865.5,20.1691875,4350.8229554281,20.5711652535245,20.6092727464966,0.880124913781111,0.0977447916666667,17.0597569444444
"130",2018-06-08,"6","10","6-2","FTC","14:15","2018-06-08 14:15:00",2112,20.159133335,3352.95379638988,20.6044333437066,20.6398539563202,0.722383835264816,0.0977447916666667,17.0597569444444
"131",2018-06-08,"6","10","6-2","FTC","14:15","2018-06-08 14:15:00",2112,20.159133335,3352.95379638988,20.6044333437066,20.6398539563202,0.722383835264816,0.0977447916666667,17.0597569444444
"132",2018-06-08,"6","10","6-3","FTC","14:10","2018-06-08 14:10:00",2473.5,19.9619,3831.69261655221,20.3761377833783,20.4299965706404,0.500821002620502,0.0977447916666667,17.0597569444444
"133",2018-06-08,"6","10","6-4","FTC","14:06","2018-06-08 14:06:00",2865.5,20.1691875,4350.8229554281,20.5711652535245,20.6092727464966,0.880124913781111,0.0977447916666667,17.0597569444444
"134",2018-06-08,"6","30","6-4","FTC","14:08","2018-06-08 14:08:00",4498.5,20.002545455,6513.42459671465,20.4093911973616,20.4605642895809,0.948521449227308,0.0977447916666667,16.0879166666667
"135",2018-06-08,"6","30","6-2","FTC","14:16","2018-06-08 14:16:00",2918,20.069079165,4420.34934009898,20.5229831285075,20.5649820262653,0.792603386505245,0.0977447916666667,16.0879166666667
"136",2018-06-08,"6","30","6-3","FTC","14:11","2018-06-08 14:11:00",3672.5,20.005133335,5419.54281122617,20.4240869629539,20.4740731591504,0.80076436322193,0.0977447916666667,16.0879166666667
"137",2018-06-08,"6","30","6-3","FTC","14:11","2018-06-08 14:11:00",3672.5,20.005133335,5419.54281122617,20.4240869629539,20.4740731591504,0.80076436322193,0.0977447916666667,16.0879166666667
"138",2018-06-08,"6","30","6-4","FTC","14:08","2018-06-08 14:08:00",4498.5,20.002545455,6513.42459671465,20.4093911973616,20.4605642895809,0.948521449227308,0.0977447916666667,16.0879166666667
"139",2018-06-08,"6","30","6-2","FTC","14:16","2018-06-08 14:16:00",2918,20.069079165,4420.34934009898,20.5229831285075,20.5649820262653,0.792603386505245,0.0977447916666667,16.0879166666667
"140",2018-06-08,"6","OA","6-4","FTC","14:05","2018-06-08 14:05:00",1195,20.232035715,1195,20.632452689173,20.6656103336215,0.211118782073113,0.0977447916666667,17.5277083333333
"141",2018-06-08,"6","OA","6-3","FTC","14:09","2018-06-08 14:09:00",1303.5,20.070541665,1303.5,20.4807532604475,20.5261628319896,0.161113760552315,0.0977447916666667,17.5277083333333
"142",2018-06-08,"6","OA","6-4","FTC","14:05","2018-06-08 14:05:00",1195,20.232035715,1195,20.632452689173,20.6656103336215,0.211118782073113,0.0977447916666667,17.5277083333333
"143",2018-06-08,"6","OA","6-2","FTC","14:13","2018-06-08 14:13:00",626,20.099527775,626,20.5300993492402,20.5715235090552,0.0443779214874615,0.0977447916666667,17.5277083333333
"144",2018-06-08,"6","OA","6-3","FTC","14:09","2018-06-08 14:09:00",1303.5,20.070541665,1303.5,20.4807532604475,20.5261628319896,0.161113760552315,0.0977447916666667,17.5277083333333
"145",2018-06-08,"6","OA","6-2","FTC","14:13","2018-06-08 14:13:00",626,20.099527775,626,20.5300993492402,20.5715235090552,0.0443779214874615,0.0977447916666667,17.5277083333333
"146",2018-07-27,"1","10","1-3","Control","13:05","2018-07-27 13:05:00",5991,19.817142855,8464.19762713771,20.3275766333013,20.254949026927,0.881228921893995,0.180854166666667,19.4647916666667
"147",2018-07-27,"1","10","1-1","Control","13:22","2018-07-27 13:22:00",8928,19.6771875,12374.7022476876,20.251440264129,20.1711297027378,1.16797029495406,0.180854166666667,19.4647916666667
