TIMESTAMP,VWC,Sensor,Plot,ID,PQ,Date
7/19/22 2:00,0.102,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 2:30,0.103,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 3:00,0.105,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 3:30,0.106,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 4:00,0.107,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 4:30,0.108,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 5:00,0.109,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 5:30,0.111,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 6:00,0.112,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 6:30,0.113,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 7:00,0.114,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 7:30,0.115,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 8:00,0.116,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 8:30,0.117,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 9:00,0.118,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 9:30,0.12,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 10:00,0.121,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 10:30,0.122,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 11:00,0.123,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 11:30,0.125,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 12:00,0.126,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 12:30,0.127,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 13:00,0.127,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 13:30,0.128,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 14:00,0.128,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 14:30,0.128,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 15:00,0.129,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 15:30,0.129,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 16:00,0.129,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 16:30,0.129,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 17:00,0.129,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 17:30,0.129,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 18:00,0.129,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 18:30,0.129,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 19:00,0.129,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 19:30,0.13,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 20:00,0.13,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 20:30,0.13,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 21:00,0.13,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 21:30,0.13,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 22:00,0.13,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 22:30,0.13,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 23:00,0.13,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 23:30,0.13,Soil VWC,1,1,1-Jan,7/19/22
7/27/22 0:00,0.122,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 0:30,0.122,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 1:00,0.122,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 1:30,0.122,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 2:00,0.122,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 2:30,0.122,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 3:00,0.122,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 3:30,0.122,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 4:00,0.122,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 4:30,0.122,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 5:00,0.122,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 5:30,0.122,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 6:00,0.122,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 6:30,0.122,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 7:00,0.122,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 7:30,0.122,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 8:00,0.122,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 8:30,0.122,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 9:00,0.122,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 9:30,0.122,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 10:00,0.122,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 10:30,0.122,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 11:00,0.122,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 11:30,0.122,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 12:00,0.122,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 12:30,0.121,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 13:00,0.121,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 13:30,0.121,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 14:00,0.121,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 14:30,0.121,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 15:00,0.121,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 15:30,0.12,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 16:00,0.12,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 16:30,0.12,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 17:00,0.12,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 17:30,0.12,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 18:00,0.12,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 18:30,0.12,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 19:00,0.12,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 19:30,0.12,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 20:00,0.12,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 20:30,0.12,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 21:00,0.119,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 21:30,0.119,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 22:00,0.119,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 22:30,0.119,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 23:00,0.119,Soil VWC,1,1,1-Jan,7/27/22
7/27/22 23:30,0.119,Soil VWC,1,1,1-Jan,7/27/22
8/5/22 0:00,0.1,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 0:30,0.101,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 1:00,0.101,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 1:30,0.101,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 2:00,0.101,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 2:30,0.101,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 3:00,0.101,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 3:30,0.101,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 4:00,0.101,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 4:30,0.101,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 5:00,0.101,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 5:30,0.101,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 6:00,0.101,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 6:30,0.101,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 7:00,0.101,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 7:30,0.101,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 8:00,0.101,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 8:30,0.101,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 9:00,0.101,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 9:30,0.101,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 10:00,0.101,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 10:30,0.101,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 11:00,0.101,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 11:30,0.101,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 12:00,0.101,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 12:30,0.101,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 13:00,0.101,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 13:30,0.1,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 14:00,0.1,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 14:30,0.1,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 15:00,0.1,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 15:30,0.1,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 16:00,0.1,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 16:30,0.1,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 17:00,0.1,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 17:30,0.099,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 18:00,0.099,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 18:30,0.099,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 19:00,0.099,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 19:30,0.099,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 20:00,0.099,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 20:30,0.099,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 21:00,0.099,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 21:30,0.099,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 22:00,0.099,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 22:30,0.099,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 23:00,0.099,Soil VWC,1,1,1-Jan,8/5/22
8/5/22 23:30,0.099,Soil VWC,1,1,1-Jan,8/5/22
8/10/22 0:00,0.084,Soil VWC,1,1,1-Jan,8/10/22
8/10/22 0:30,0.084,Soil VWC,1,1,1-Jan,8/10/22
8/10/22 1:00,0.084,Soil VWC,1,1,1-Jan,8/10/22
8/10/22 1:30,0.084,Soil VWC,1,1,1-Jan,8/10/22
8/10/22 2:00,0.084,Soil VWC,1,1,1-Jan,8/10/22
8/10/22 2:30,0.084,Soil VWC,1,1,1-Jan,8/10/22
8/10/22 3:00,0.084,Soil VWC,1,1,1-Jan,8/10/22
8/10/22 3:30,0.084,Soil VWC,1,1,1-Jan,8/10/22
8/10/22 4:00,0.084,Soil VWC,1,1,1-Jan,8/10/22
8/10/22 4:30,0.084,Soil VWC,1,1,1-Jan,8/10/22
8/10/22 5:00,0.084,Soil VWC,1,1,1-Jan,8/10/22
8/10/22 5:30,0.084,Soil VWC,1,1,1-Jan,8/10/22
8/10/22 6:00,0.084,Soil VWC,1,1,1-Jan,8/10/22
8/10/22 6:30,0.084,Soil VWC,1,1,1-Jan,8/10/22
8/10/22 7:00,0.084,Soil VWC,1,1,1-Jan,8/10/22
8/10/22 7:30,0.084,Soil VWC,1,1,1-Jan,8/10/22
8/10/22 8:00,0.084,Soil VWC,1,1,1-Jan,8/10/22
8/10/22 8:30,0.084,Soil VWC,1,1,1-Jan,8/10/22
8/10/22 9:00,0.084,Soil VWC,1,1,1-Jan,8/10/22
8/10/22 9:30,0.084,Soil VWC,1,1,1-Jan,8/10/22
8/10/22 10:00,0.084,Soil VWC,1,1,1-Jan,8/10/22
8/10/22 10:30,0.084,Soil VWC,1,1,1-Jan,8/10/22
8/10/22 11:00,0.084,Soil VWC,1,1,1-Jan,8/10/22
8/10/22 11:30,0.084,Soil VWC,1,1,1-Jan,8/10/22
8/10/22 12:00,0.083,Soil VWC,1,1,1-Jan,8/10/22
8/10/22 12:30,0.083,Soil VWC,1,1,1-Jan,8/10/22
8/10/22 13:00,0.083,Soil VWC,1,1,1-Jan,8/10/22
8/10/22 13:30,0.083,Soil VWC,1,1,1-Jan,8/10/22
8/10/22 14:00,0.083,Soil VWC,1,1,1-Jan,8/10/22
8/10/22 14:30,0.083,Soil VWC,1,1,1-Jan,8/10/22
8/10/22 15:00,0.083,Soil VWC,1,1,1-Jan,8/10/22
8/10/22 15:30,0.083,Soil VWC,1,1,1-Jan,8/10/22
8/10/22 16:00,0.083,Soil VWC,1,1,1-Jan,8/10/22
8/10/22 16:30,0.083,Soil VWC,1,1,1-Jan,8/10/22
8/10/22 17:00,0.083,Soil VWC,1,1,1-Jan,8/10/22
8/10/22 17:30,0.082,Soil VWC,1,1,1-Jan,8/10/22
8/10/22 18:00,0.082,Soil VWC,1,1,1-Jan,8/10/22
8/10/22 18:30,0.082,Soil VWC,1,1,1-Jan,8/10/22
8/10/22 19:00,0.082,Soil VWC,1,1,1-Jan,8/10/22
8/10/22 19:30,0.082,Soil VWC,1,1,1-Jan,8/10/22
